,name,headline
9380,Kokubo's Acupuncture Clinic in Toronto,Healing by skilled hands & a caring heart.
9381,Morningside Clinic in Dallas,"Resonance, harmony, balance."
9382,Healing Acupuncture Clinic in Marshalltown,Return to health.
9383,Grace Acupuncture Clinic in Kingwood,There is nothing to compare with your health.
9384,Three Wells Acupuncture Clinic in Morris,Revive. Restore. Renew.
9385,Lin Acupuncture & Herbal Clinic in Walnut,Prevention is the best cure!
9386,Jeffres Acupuncture Center in New York,Where ancient knowledge meets modern healing.
9387,Acupuncture center of Baltimore,Ancient wisdom for modern wellness.
9388,Acupuncturist Greg Teston in Baxley,Restoring a healthy energy balance through acupuncture.
9389,Wang Acupuncture Clinic in Jacksonville,Dedicated to measurable success.
9390,Moore Acupuncture Clinic in Hartsville,Dedicated to an alternative approach to better health.
9391,Maryland Acupuncture Clinic of acupuncturist John Howard,Combining ancient wisdom with modern technology.
9392,Lixin Acupuncture Clinics in Denver,A place for healing.
9393,Clinton Chiropractic in Alameda,Where pain relief comes naturally.
9394,Mission Bay Chiropractic in San Francisco,Achieving better health naturally.
9395,Orinda Chiropractic & Laser Center,Supporting your body from the ground up.
9396,Chiropractic Center of Norwich in Connecticut,The doctor you choose does make a difference.
9397,Brewer Chiropractic Clinic in Arlington,The road to wellness.
9398,"The Chiropractic Center in Ehid, Oklahoma",Living well starts here.
9399,"The Chiropractic Center in Ehid, Oklahoma",Above and beyond.
9400,Community Chiropractic Centers of Shorewood,Dedicated to wellness.
9401,Allied Health Chiropractic Centers in USA,Excellence in chiropractic care.
9402,Elmenhurst Chiropractic Clinic in Walla Walla,Gentle care for the whole family.
9403,"A Family Chiropractic Clinic in Denton, Texas",Achieve a higher quality of life.
9404,"Anders Victoria Family Chiropractic in Red Deer, Canada",Live life comfortably.
9405,"Anders Victoria Family Chiropractic in Red Deer, Canada",Are you in pain? We can help!
9406,"Advance Chiropractic Clinic in Rochester, Minnesota",Activate your health.
9407,"Back To Care Chiropractic in Orange, California",We add years to life and life to years.
9408,America's Chiropractic Center in Indianapolis,Adjust to a pain free and healthy lifestyle.
9409,Emperor's Acupuncture Clinic,Rejuvenate your body naturally.
9410,Manly Acupuncture Clinic,Creating future health from ancient wisdom.
9411,"The Acupuncture Turning Point, heath center in Edmonton","A modern approach to health, integrating East & West."
9412,Lixin Acupuncture Clinics in Denver,The key to a healthy and long life.
9413,Northfield Acupuncture & Alternative Medicine Clinic,Where natural healing begins.
9414,Northfield Acupuncture & Alternative Medicine Clinic,The natural choice.
9415,Acupuncturists Lois Francis & Tim Metford in England,For a happier and healthier you.
9416,The Traditional Acupuncture Centre in Leamington Spa,"Maintaining body, mind and spirit."
9417,Manchester Acupuncture Clinic,Mind & body maintenance.
9418,Isthmus Acupuncture Center in Madison,Holistic health care for wellness.
9419,Ventura Acupuncture Clinic,Comprehensive holistic healthcare.
9420,Affordable Acupuncture in Miami,Healthcare for everyone.
9421,Sports Edge Acupuncture Clinic in Herndon,"Your natural, safe, effective & drug free alternative."
9422,Roanoke Community Acupuncture,"Affordable, accessible, available acupuncture for everyone."
9423,Ramsey Family Chiropractic Center in Cleveland,Our goal is to help you achieve yours.
9424,Active Therapeutic Solutions in Guelph,Live life. Be active.
9425,"Schlee Chiropractic in Albany, California",Inner peace leads to world peace!
9426,Anderson Chiropractic Center in Holly Springs,Optimal health and wellness through chiropractic care.
9427,"The Chiropractic Center of Dr. Jake in Santa Rosa, United States",Align yourself with health.
9428,Stucky Chiropractic Center in Eau Claire,Your health is our mission.
9429,Sims Chiropractic Center in Hyattsville,We have your back.
9430,Hoffman Chiropractic & Wellness Centre in Red Deer,Technology. People. Results.
9431,"Aspinwall Chiropractic Clinic, specializing in sports injury, back and neck pain",A tradition of providing effective pain relief.
9432,Comprehensive Health & Chiropractic Centre in San Marcos,"Treating the cause, rather than chasing the symptoms!"
9433,Barriefield Family Chiropractic Centre in Kingston,"It is not the years in your life, it is the life in your years!"
9434,Baxters canned soups,Baxters. The family of fine foods.
9435,Baxters canned soups,When nature's done her job we begin ours.
9436,Baxters Healthy Choice soup,Inspired by nature. Created by Baxters.
9437,Heinz soups,It has to be Heinz.
9438,Heinz soups,Better make some room.
9439,Heinz soups,Look forward to winter.
9440,Heinz soups,Not your everyday soup.
9441,Heinz soups,There's a little bit of Heinz in all of us.
9442,Heinz Big Soup,Go Big or go hungry.
9443,Heinz Big Soup,"It's big, chunky & tasty!"
9444,Heinz Big Soup,Soups you can really get your teeth into.
9445,Heinz Farmers' Market soup,Taste the countryside.
9446,Heinz Cup Soup,Real soup on the go.
9447,Heinz Real Soup,Take a break from fake.
9448,"Lipton Cup-a-Soup, instant soups",Beat the 3pm slump.
9449,"Lipton Cup-a-Soup, instant soups",It's America's right-now soup!
9450,"Lipton Cup-a-Soup, instant soups",You never had soup so good so fast.
9451,Lipton Chicken Noodle soup,The taste that beat Campbell's 2 to 1.
9452,Tabatchnick frozen soups,A soup for every taste and every season.
9453,New Covent Garden soup,The seasons make our soups.
9454,New Covent Garden soup,Fresh from our kitchen to yours.
9455,"Batchelors Cup a Soup, instant soups",No artificial colours or preservatives.
9456,"Batchelors Cup a Soup, instant soups",It's a great big hug in a mug.
9457,"Batchelors Cup a Soup, instant soups",Keep your tummy quiet with a Batchelors Cup a Soup.
9458,Batchelors soup,One of the better things about the British winter.
9459,Yorkshire Provender soups,Delicious every day.
9460,"Frontier Soups, dry soup mixes",Soup so good... you'll call it dinner!
9461,Dole Garden Soup,Simply delicious.
9462,Avonmore fresh soup,Avonmore. The taste of homemade.
9463,Avonmore fresh soup,Homemade without the hassle.
9464,Avonmore fresh soup,Homemade without the hard labour.
9465,Crosse & Blackwell soup,From all across Britain.
9466,Crosse & Blackwell soup,Better soups by experience.
9467,"Soup Starter, homemade soup mix","Soup from the heart, not from a can."
9468,"Soup Starter, homemade soup mix",Cook smarter with Soup Starter.
9469,Erin soup brand,Erin. Soup that stirs your soul.
9470,Lady Borden ice cream,Extra good because it's made with extra cream!
9471,Lady Borden ice cream,Fit for a golden spoon.
9472,Amul ice cream in India,Amul. Real milk. Real ice cream.
9473,Ideal ice cream in India,Life tastes so good! Lap it up!
9474,"Vadilal, Indian ice cream brand",Vadilal. Nothing but goodness.
9475,"Vadilal, Indian ice cream brand",The ice cream experts.
9476,Vadilal Flingo ice cream,A surprise in every bite.
9477,"Weis, ice cream brand in Australia",The taste on everyone's lips.
9478,"Weis, ice cream brand in Australia",Weis Raspberry Bar. Berry yourself.
9479,Peters Entice ice cream tub,Clearly it's going to Entice.
9480,"Peters Drumstick ice cream cones, Australia",Music to your mouth.
9481,"Peters Drumstick ice cream cones, Australia",Grab a summer classic.
9482,"Tip Top ice cream brand, New Zealand",Make someone you know. Feel Tip Top.
9483,"Tip Top ice cream brand, New Zealand",Tip Top. Real ice creamier.
9484,"Tip Top Coola, ice cream bar",The coolest bar by far.
9485,Tip Top Choc Bar,Things get ugly without a Choc Bar.
9486,"Tip Top Trumpet, ice cream cones",Trumpet. Simplifying summer.
9487,"Tip Top Trumpet, ice cream cones",You can't beat a Trumpet.
9488,Tip Top Rocky Road,Some people like things a bit rocky.
9489,Moritz ice cream,You don't know to expect next.
9490,Moritz ice cream,Make time to indulge.
9491,"Orchard Fresh, natural ice creams and kulfis",Did you have an ice cream today?
9492,Wall's ice cream,Share happy.
9493,Wall's ice cream,Stop me and buy one.
9494,Solero ice cream,The cool effect you don't expect.
9495,"Wall's Viennetta, ice cream desserts",One slice is never enough.
9496,"Wall's Viennetta, ice cream desserts",An unforgettable experience.
9497,Nestle Drumstick ice cream cones,You liked us. We love you!
9498,Nestle Maxibon ice cream sandwich,For those who like to bite off more than they can chew.
9499,Mackie's of Scotland ice cream,Creamy by nature!
9500,Mackie's of Scotland ice cream,Ice cream made the way it should be.
9501,Kelly's of Cornwall ice cream,Cornish by nature.
9502,Kelly's of Cornwall ice cream,Simple pleasure.
9503,Haagen Dazs Gelato desserts,Even the names taste good.
9504,Cadbury Dairy Milk ice cream,#FreezeTheJoy.
9505,Cadbury ice cream,The essential ice cream experience.
9506,Cadbury ice cream,How cool is that?
9507,Dairy Day ice cream,Celebrate the moment.
9508,Lovin' Scoopful gourmet light ice cream,It loves you as much as you love it.
9509,"Nobo, brand of dairy-free ice cream in Ireland",Nobo. Treat yourself. Better.
9510,"Corrin Hill ice cream, Ireland",Ice cream has never tasted better.
9511,"Franco's Ices, brand of ice cream and ice lolly",Ice cream products that take some lickin.
9512,Galaxy ice cream,"Think chocolate, think chilled, think Galaxy ice cream."
9513,HB ice cream brand in Ireland,One of life's simple pleasures.
9514,HB ice cream brand in Ireland,HB. Two letters spell Ireland's favourite ice cream.
9515,HB Hazelbrook Farm ice cream in Ireland,Making the most of milk.
9516,"Stella Ice Cream, manufacturer of ice cream, ice lolly and frozen desserts",The name on everyone's lips.
9517,"Stella Ice Cream, manufacturer of ice cream, ice lolly and frozen desserts",The up & coming name in ice cream.
9518,Loseley dairy ice cream,Loseley. Traditionally extraordinary.
0,Abington Memorial Hospital,The Power to Heal 
1,Acadia Hospital,Empowering People to Improve Their Lives
2,Adams Memorial Hospital,Exceptional Care Close to You
3,Adirondack Medical Center,Excellent health care... Close to home
4,Adventist Healthcare Sunbelt,Extending the Healing Ministry of Christ
5,Adventist Midwest Health,Keeping You Well
6,Affinity Medical Center,Close to you
7,AHMC Healthcare,Better Care and Better Understanding
8,Akron General Medical Center,My Health. My Life.
9,Albany Medical Center,Known for our expertise. Chosen for our care.
10,Albert Einstein Medical Center,Genius in Healthcare
11,Alegent Health,This is your healthcare
12,All Children's Hospital,"Creating healthy tomorrows...for one child, All Children "
13,Allen Memorial Hospital,The heart of your healthcare
14,Andalusia Regional Hospital,Higher standards of care every day.
15,Anderson Hospital,Serving Southwestern Illinois
16,AnMed Health Medical Center,We’re in this together
17,Anne Arundel Medical Center,Living Healthier Together
18,Appling Healthcare System,Care close to home
19,Archbold Memorial Hospital,The care you need. The compassion you deserve.
20,Ardent Health Services,Investing in Quality Care
21,Aria Health,Advanced Medicine. Personal Care.
22,Arkansas Methodist Medical Center,It's all about you
23,Arlington Memorial Hospital,Healing Hands. Caring Hearts.
24,Arnot Ogden Medical Center,Come to expect the best.
25,Aspirus,Passion for excellence. Compassion for people.
26,Athens Regional Medical Center,Where care comes first.
27,Atlanta Medical Center,A Culture of Caring.
28,Atmore Community Hospital,You’ll Love the Way We Care for You
29,Aultman,"Healthier, together."
30,Avoyelles Hospital,Making a difference together.
31,Baptist Easley Hospital,Caring is our calling.
32,Baptist Health Medical Center,All our best
33,Baptist Health of Northeast Florida,Changing Health Care for Good.
34,Baptist Health South Florida,Healthcare That Cares
35,Baptist Hospital,We’re here for life.
36,Baptist Hospital East,Feel better.
37,Baptist Outpatient Services,"Not just better healthcare, but a better healthcare experience."
38,Baptist Medical Center and Wolfson Children’s Hospital,Depend on Us for Life.
39,Baton Rouge General Hospital,A Community of Caring
40,Baycare Alliant Hospital,Helping You Help Your Loved One
41,BayCare Health System,"The Hospital of the Future, Today"
42,Baylor Health Care System,"Serving all people through exemplary health care, education, research and community outreach."
43,Bayonne Medical Center,We’re just better at making you feel better
44,Bayshore Community Hospital,Taking care of New Jersey
45,Beatrice Community Hospital & Health Center,Skilled health care close to home
46,Beauregard Memorial Hospital,Nothing is more important than your health
47,Bergan Mercy Medical Center,This Is Your Healthcare
48,"Beaumont Hospitals, Grosse Point",5-Star Care 
49,Blanchard Valley Regional Health System,We're here for you.
50,Bolivar Medical Center,The right care...right at home.
